name,metric,min,max,avg,sd,median,pct90,pct95,pct99
Ints,ops,551763,600056,576878.3666666667,13245.733382196027,586289,570702,588837,576832
Ints,ns/op,2084,2130,2096.366666666667,8.7272879839934,2092,2090,2150,2072
Ints,allocs/op,0,0,0,0,0,0,0,0
Ints,B/op,0,0,0,0,0,0,0,0
StringsRef,ops,526460,570712,553601.6333333333,13462.388573313758,549326,555049,518973,574945
StringsRef,ns/op,2081,2109,2095.633333333333,6.395223912334023,2090,2104,2095,2117
StringsRef,allocs/op,0,0,0,0,0,0,0,0
StringsRef,B/op,0,0,0,0,0,0,0,0
StringsClojures,ops,872,895,885.3,6.460908088909275,887,884,878,880
StringsClojures,ns/op,1331046,1359935,1343514.8333333333,7760.9257441078225,1342132,1342727,1362958,1354642
StringsClojures,allocs/op,10025,10025,10025,0,10025,10025,10025,10025
StringsClojures,B/op,320591,320606,320597.8,4.077580982232808,320598,320599,320601,320602
Strings,ops,525945,570637,556257.5333333333,10609.758808861878,556255,556508,555596,580676
Strings,ns/op,2084,2110,2094.866666666667,6.417337627258069,2098,2085,2084,2106
Strings,allocs/op,0,0,0,0,0,0,0,0
Strings,B/op,0,0,0,0,0,0,0,0
Structs,ops,411,507,479.8,19.374209661299734,473,464,485,476
Structs,ns/op,2285059,2632279,2396540.2,81753.50662098028,2441875,2435535,2436447,2433965
Structs,allocs/op,0,0,0,0,0,0,0,0
Structs,B/op,157796,194654,167029.46666666667,7144.25315309834,168965,172420,164845,167967
IntsClojures,ops,876,913,898.2,9.86035834372497,904,889,891,893
IntsClojures,ns/op,1308724,1363257,1336212.4666666666,13761.430799480442,1331740,1349069,1347455,1362781
IntsClojures,allocs/op,10003,10005,10003.1,0.39581140290126393,10003,10003,10003,10006
IntsClojures,B/op,320127,321409,320214.63333333336,260.5969408023731,320129,320131,320133,322303
IntsRef,ops,554794,599109,572486.6333333333,11611.430398486178,582666,583318,544168,586264
IntsRef,ns/op,2082,2109,2094.3,7.43482795138305,2105,2100,2097,2103
IntsRef,allocs/op,0,0,0,0,0,0,0,0
IntsRef,B/op,0,0,0,0,0,0,0,0
StructsRef,ops,537211,569454,558921.8,7802.383962183183,560008,566106,571128,568589
StructsRef,ns/op,2110,2199,2141.3333333333335,25.089617153095197,2158,2121,2105,2119
StructsRef,allocs/op,0,0,0,0,0,0,0,0
StructsRef,B/op,140,148,142.63333333333333,1.991370270832513,142,141,140,140
StructsClojures,ops,206,218,213.93333333333334,3.7232005347848554,214,212,220,219
StructsClojures,ns/op,5401770,5681736,5463180.833333333,59960.86853722926,5475311,5527947,5412810,5428334
StructsClojures,allocs/op,10003,10003,10003,0,10003,10003,10003,10003
StructsClojures,B/op,703386,724764,710477.2666666667,6615.894003248708,709392,713772,700730,702202
