name,metric,min,max,avg,sd,median,pct90,pct95,pct99
StructsClosures,ops,73,79,77.76666666666667,1.605891929392787,77,78,80,77
StructsClosures,ns/op,14859147,15486605,15201482,158555.289429902,15281889,15008755,14948322,15849302
StructsClosures,allocs/op,20002,20002,20002,0,20002,20002,20002,20002
StructsClosures,B/op,83260909,83344151,83277431.83333333,21926.513457582707,83287395,83273890,83254419,83282989
StringsClosures,ops,840,896,875.3333333333334,12.765404637360918,882,878,886,897
StringsClosures,ns/op,1349102,1389098,1361382.4333333333,7904.454953519706,1355306,1357023,1357880,1363294
StringsClosures,allocs/op,10024,10025,10024.2,0.4,10024,10024,10024,10024
StringsClosures,B/op,480577,480748,480595.63333333336,29.51212556823985,480587,480589,480585,480574
IntsClosures,ops,849,926,906.6666666666666,14.70449666674185,906,916,907,908
IntsClosures,ns/op,1295554,1346584,1319933.9,11261.930149401567,1328090,1314481,1315848,1314188
IntsClosures,allocs/op,10002,10003,10002.066666666668,0.24944382578492943,10002,10002,10002,10002
IntsClosures,B/op,320120,320843,320186,157.27364687066935,320209,320122,320121,320123
IntsRef,ops,12823,13317,13173.2,111.65942265060599,13268,13224,13203,13013
IntsRef,ns/op,89737,92110,90858.33333333333,593.0407143602274,90587,90634,91234,90558
IntsRef,allocs/op,10000,10000,10000,0,10000,10000,10000,10000
IntsRef,B/op,80006,80006,80006,0,80006,80006,80006,80006
Ints,ops,553701,589110,566513.8,10022.367612495564,571598,571586,597872,557585
Ints,ns/op,2089,2124,2103.5666666666666,7.973637117958714,2102,2093,2111,2105
Ints,allocs/op,0,0,0,0,0,0,0,0
Ints,B/op,0,0,0,0,0,0,0,0
StringsRef,ops,4888,5704,5389.566666666667,160.16921954261028,5228,5566,5380,5235
StringsRef,ns/op,211883,216637,213589.26666666666,1204.0832732369008,213208,213093,212076,214659
StringsRef,allocs/op,10003,10004,10003.033333333333,0.17950549357115014,10003,10003,10003,10003
StringsRef,B/op,160085,160099,160089.7,2.6476404589747453,160092,160087,160090,160092
Strings,ops,528468,583861,553527.8666666667,14781.81118747707,551111,532171,587314,530928
Strings,ns/op,2090,2124,2102.4666666666667,7.601461847712073,2097,2095,2089,2111
Strings,allocs/op,0,0,0,0,0,0,0,0
Strings,B/op,0,0,0,0,0,0,0,0
Structs,ops,463,500,490.53333333333336,8.758741665076982,484,496,493,497
Structs,ns/op,2312578,2403562,2345394.7,24894.889577515034,2341626,2349004,2324325,2397345
Structs,allocs/op,0,0,0,0,0,0,0,0
Structs,B/op,160006,172792,163147,2996.2015508529016,165188,161296,162276,160839
StructsRef,ops,98,106,103.86666666666666,1.8024674446127702,105,105,95,110
StructsRef,ns/op,11157226,11797282,11293796.6,161172.4452325521,11238965,11648717,11138300,11230690
StructsRef,allocs/op,10000,10000,10000,0,10000,10000,10000,10000
StructsRef,B/op,82674745,82736372,82690493.5,13710.449141074847,82681940,82681950,82763583,82643856
