name,metric,min,max,avg,sd,median,pct90,pct95,pct99
StringsClosures,ops,818,867,849.8,12.586765536334847,861,818,869,849
StringsClosures,ns/op,1382953,1415653,1398534.7333333334,7293.342388477011,1405844,1400968,1397175,1405567
StringsClosures,allocs/op,10024,10028,10024.933333333332,0.7272474743090473,10024,10026,10025,10025
StringsClosures,B/op,480591,481940,480648.5,239.9774642197332,480596,480626,480590,480604
IntsClosures,ops,836,898,878.3666666666667,14.13856035418348,880,864,891,884
IntsClosures,ns/op,1350799,1384559,1368303.5333333334,6637.525903192812,1371098,1364230,1373313,1359393
IntsClosures,allocs/op,10002,10003,10002.033333333333,0.1795054935711501,10002,10002,10002,10002
IntsClosures,B/op,320122,320745,320171.7,135.12911109996486,320123,320126,320123,320122
StructsClosures,ops,74,84,80.2,2.2271057451320084,79,82,81,79
StructsClosures,ns/op,14229652,15136008,14550672.133333333,220387.7274253618,14364126,14318534,14262259,14309300
StructsClosures,allocs/op,20002,20002,20002,0,20002,20002,20002,20002
StructsClosures,B/op,83200635,83329351,83246559.1,28578.002158245185,83261077,83223861,83241941,83256895
Structs,ops,444,480,466.73333333333335,9.39479761475585,473,477,456,466
Structs,ns/op,2408295,2500852,2436947,21667.89489390544,2441801,2427119,2435572,2431777
Structs,allocs/op,0,0,0,0,0,0,0,0
Structs,B/op,166673,180187,171481.13333333333,3524.6021405101724,169140,167721,175328,171529
IntsRef,ops,10000,13557,12956.833333333334,990.2552897555705,13324,13270,13330,13431
IntsRef,ns/op,89159,106279,92043.63333333333,4449.020060517696,89857,89725,90687,89932
IntsRef,allocs/op,10000,10000,10000,0,10000,10000,10000,10000
IntsRef,B/op,80006,80008,80006.2,0.6,80006,80006,80006,80006
StructsRef,ops,88,99,95.5,2.8838631497813254,90,96,96,101
StructsRef,ns/op,11835612,13584053,12295136.5,361516.78191141185,12876296,12234966,12258801,12224849
StructsRef,allocs/op,10000,10000,10000,0,10000,10000,10000,10000
StructsRef,B/op,82728119,82829132,82758527.53333333,26293.27443248981,82804694,82753374,82753371,82710442
StringsRef,ops,5138,5815,5521.133333333333,147.46089500459283,5657,5446,5400,5532
StringsRef,ns/op,210023,213625,211490.76666666666,872.1960285521955,211036,210481,214861,207658
StringsRef,allocs/op,10003,10003,10003,0,10003,10003,10003,10003
StringsRef,B/op,160083,160094,160087.66666666666,2.3142073276946364,160085,160089,160089,160087
Ints,ops,498146,588058,557848.8333333334,22657.816015793658,577493,584188,516937,570401
Ints,ns/op,2106,2214,2127.1666666666665,19.577339508273905,2116,2120,2117,2125
Ints,allocs/op,0,0,0,0,0,0,0,0
Ints,B/op,0,0,0,0,0,0,0,0
Strings,ops,476196,570618,545114.0666666667,20333.438254811266,548289,518476,539784,553543
Strings,ns/op,2101,2147,2121.733333333333,9.287745809518164,2114,2118,2129,2111
Strings,allocs/op,0,0,0,0,0,0,0,0
Strings,B/op,0,1,0.03333333333333333,0.17950549357115003,0,0,0,0
