name,metric,min,max,avg,sd,median,pct90,pct95,pct99
IntsRef,ops,53234,57855,56858.566666666666,834.021409930358,57627,57018,56670,56951
IntsRef,ns/op,20819,21194,20959.833333333332,84.53089507524584,21045,21003,21047,20731
IntsRef,allocs/op,0,0,0,0,0,0,0,0
IntsRef,B/op,13,15,13.833333333333334,0.45338235029118157,13,14,14,14
IntsClosures,ops,78,94,88,4.1952353926806065,84,85,94,96
IntsClosures,ns/op,13180373,13858373,13348913.266666668,140419.5518999956,13296420,13547159,13273676,13220932
IntsClosures,allocs/op,100003,100053,100005.03333333334,8.998086216277082,100003,100003,100003,100003
IntsClosures,B/op,3208599,3232516,3210125.7,4229.935272554416,3209625,3209515,3208554,3208407
StructsRef,ops,47978,50139,49435.46666666667,550.6957861550139,49381,49426,50308,49111
StructsRef,ns/op,23129,24056,23400.766666666666,225.96027428633457,23498,23211,23172,23768
StructsRef,allocs/op,0,0,0,0,0,0,0,0
StructsRef,B/op,15955,16674,16184.366666666667,182.5991024682822,16202,16185,15900,16287
Structs,ops,36,43,40.266666666666666,1.7113996870657908,40,40,39,44
Structs,ns/op,26486412,29934403,27754725.533333335,841462.1328243569,27148227,27679690,27573616,28605174
Structs,allocs/op,0,0,0,0,0,0,0,0
Structs,B/op,18604794,22222392,19904215.966666665,860306.7310313411,19780371,20000153,20769391,18022116
StringsRef,ops,52539,55748,54936.23333333333,650.2675184534097,54989,55545,51036,54013
StringsRef,ns/op,20983,21582,21144.666666666668,139.3643506145751,21149,21582,21413,21454
StringsRef,allocs/op,3,3,3,0,3,3,3,3
StringsRef,B/op,86,91,87,1.1832159566199232,87,86,94,89
Ints,ops,52101,57625,56478.53333333333,1275.3823409297918,55048,57026,54893,59040
Ints,ns/op,20842,21998,21166.166666666668,264.98655102140987,21105,20842,21412,20795
Ints,allocs/op,0,0,0,0,0,0,0,0
Ints,B/op,13,15,13.833333333333334,0.4533823502911815,14,14,14,12
StructsClosures,ops,18,18,18,0,18,18,18,18
StructsClosures,ns/op,62021694,63348867,62491883.166666664,294124.4108401617,62356475,62452911,63063737,61434790
StructsClosures,allocs/op,100003,100003,100003,0,100003,100003,100003,100003
StructsClosures,B/op,47661185,47661191,47661185.4,1.4966629547095758,47661185,47661185,47661185,47661185
StringsClosures,ops,76,90,86.06666666666666,2.9657301892713632,89,87,77,89
StringsClosures,ns/op,13222388,14716877,13740512.533333333,397405.2390275979,13320359,14122300,14200848,13520702
StringsClosures,allocs/op,102222,102631,102326.8,85.62063614183987,102247,102299,102601,102250
StringsClosures,B/op,3253486,3263320,3255990.7666666666,2059.2456658257706,3254090,3255323,3262561,3254150
Strings,ops,53964,55724,55008.1,408.3295523634474,55070,54553,55947,54452
Strings,ns/op,20961,21378,21108.966666666667,80.98003183227058,21152,21026,21164,20851
Strings,allocs/op,3,3,3,0,3,3,3,3
Strings,B/op,86,89,86.93333333333334,0.7272474743090475,87,88,85,88
